Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
36,1.0,0.005085023802014128,1.1179954489253114e-17,6.016740059888149e-18,24.711656042989702,0.9297300577163696
37,1.0,0.005004852901272956,8.945434256904705e-18,8.397781190333293e-18,24.658797592140473,0.9126989245414734
38,1.0,0.005017109325666341,1.2364465357523802e-16,2.782858084240262e-16,24.542281058948344,0.9316250085830688
39,1.0,0.004888338596379805,2.4033652934809837e-17,8.327493782983865e-18,21.949648157978018,0.8709304332733154
40,1.0,0.004807641294844929,3.406686441056362e-16,5.384081341330938e-16,24.249120790198916,0.9114825129508972
41,1.0,0.004680526529198452,5.463198790808099e-16,7.106864391183534e-16,22.650890052664504,0.9116751551628113
42,1.0,0.004752647351743954,3.7996541389895664e-17,2.2601667547470748e-17,24.39238173215934,0.9189009070396423
43,1.0,0.004672923778003503,3.9970093767794706e-17,6.8976228299292245e-18,24.113266919558175,0.9307478070259094
44,1.0,0.004474405806902195,1.4708126070383328e-17,1.1649723707197662e-16,26.13833630999782,0.9411722421646118
45,1.0,0.004439344882003722,1.2714318693966778e-16,1.55311774383534e-16,21.649849833405984,0.8904885053634644
46,1.0,0.004549087928007207,3.720529716647397e-17,2.581586055781875e-17,22.547968080245106,0.9161450266838074
47,1.0,0.004497263506956158,4.662288642097474e-19,5.396808182913505e-19,25.974892709792627,0.9290427565574646
48,1.0,0.004451610739042442,2.882933893160144e-14,1.2678206707298401e-14,24.46525894717653,0.9186551570892334
49,1.0,0.0043668465486036675,9.672763872596047e-15,5.124051138889901e-15,24.96695409564382,0.9025484323501587
50,1.0,0.004307978801549443,6.575570149375347e-16,3.0739009392511596e-16,23.192276450079056,0.922055721282959
51,1.0,0.004105039772337242,9.787716593068379e-17,9.023268872999844e-17,24.476906892505465,0.9103401303291321
52,1.0,0.0043026838827157216,6.44776725414781e-18,9.413544323730144e-18,23.26398279722965,0.9274950623512268
53,1.0,0.004103449128958727,6.908706106209493e-17,1.695903220915279e-17,24.834291388270593,0.927913248538971
54,1.0,0.003993816625687384,4.60275130193921e-16,2.531008371711367e-16,25.406938536150413,0.9362698197364807
55,1.0,0.004118810190759118,7.186177752158823e-16,4.0428334732384906e-16,27.063000535487674,0.9394220113754272
56,1.0,0.004039710582864862,1.3532866974569027e-16,3.8228487234665724e-17,24.635327147126162,0.9269649982452393
57,1.0,0.003833442589929027,1.1802535028125836e-17,9.663941146372028e-18,26.259391270409683,0.9372936487197876
58,1.0,0.004020601395337332,6.587800189195696e-17,6.379216735218524e-17,22.08164976554114,0.883710503578186
59,1.0,0.00421509426312461,9.620232745453033e-14,3.3560767690036575e-14,24.514418453406,0.9171292185783386
60,1.0,0.003743039670911047,2.5589935822539897e-15,3.125517241934155e-15,25.065756300402743,0.9252660870552063
61,1.0,0.003921807561099769,1.1703994818296208e-16,1.0240268828006988e-14,24.82674690238084,0.9163635969161987
62,1.0,0.0037343553252398008,4.1935143604178885e-17,2.7195726530194598e-17,24.65454968732503,0.927023708820343
63,1.0,0.0037273746149073684,6.829047197071368e-16,8.31859886235997e-16,25.203400981378255,0.9325751662254333
64,1.0,0.003793903958472994,3.980924815638185e-18,2.4887405969586e-18,25.42951412973408,0.9314686059951782
65,1.0,0.003612475964661327,7.451060721914341e-16,3.645198160571682e-16,26.75940626201051,0.943250298500061
66,1.0,0.0035735562075710583,9.78681853206194e-17,7.219887293021622e-17,25.20579555865476,0.9262121915817261
67,1.0,0.0038084702431074075,2.3245258480219997e-17,1.699303736615684e-17,25.437668177585245,0.9396378397941589
68,1.0,0.0039053016995650625,1.402447623807709e-14,1.1136679229801132e-15,25.924745396187923,0.9495688676834106
69,1.0,0.003704729595131451,1.1020443492376263e-15,4.8719318135036775e-17,25.935957936291636,0.9244032502174377
70,1.0,0.003466333357256747,1.5135502445157044e-17,8.415109516822545e-18,26.466250022344248,0.9345475435256958
71,1.0,0.003870946621041625,2.1906025162707414e-16,3.2778009340161463e-16,25.789646583472692,0.927513837814331
72,1.0,0.00351175784373716,1.6189622642121868e-16,5.194436750522024e-17,25.715727210759127,0.9334385395050049
73,1.0,0.0035469417895881397,9.574350587064118e-14,8.821128926295065e-15,26.985217478540655,0.9474054574966431
74,1.0,0.003367389646178532,1.0832257236739993e-16,1.8349495695825588e-16,25.318190898584994,0.9461730718612671
75,1.0,0.003496656809452801,1.2901244250147626e-16,4.3533507519993757e-16,25.918749378780124,0.9346744418144226
76,1.0,0.0034955565336971515,8.704972553768919e-17,1.5771764507689637e-16,26.495823276980587,0.9280449748039246
77,1.0,0.0038066658904896146,6.00662071419221e-15,3.0359592433527818e-15,25.230175812188627,0.9458488821983337
78,1.0,0.004078613418424803,3.733429210908714e-17,4.679068537217143e-17,25.126414989502813,0.9223960041999817
79,1.0,0.003466376565366743,1.0115411517001656e-16,4.843008295624401e-17,25.037975798683107,0.9481402039527893
80,1.0,0.0032687959133557254,2.2497054407518546e-16,1.0648942906039842e-16,25.64848145925559,0.9401437640190125
81,1.0,0.0032261375450499115,4.00458384576634e-17,1.344400682635001e-17,26.228473305434292,0.9398580193519592
82,1.0,0.003221759056642411,6.466430258135256e-17,4.9507275052799835e-17,27.691322904724007,0.9430089592933655
83,1.0,0.0043904810497957854,8.205686070681158e-16,1.840045363440397e-16,25.729904078036142,0.926695704460144
84,1.0,0.003423385192159443,2.465579981995476e-15,8.822046505059395e-16,27.580095712708875,0.942054808139801
85,1.0,0.0032951395770895384,3.3083170299332367e-16,1.156204071211054e-16,27.625054768477888,0.9498520493507385
86,1.0,0.0031842477056348035,6.776092420743736e-13,2.5343857653949577e-13,25.668476031072185,0.9336245059967041
87,1.0,0.003392429206700575,2.798517154429001e-17,5.388484245601642e-17,25.140757972892946,0.9409571886062622
88,1.0,0.0039906635317170334,2.9384347546845825e-15,1.6007961896723559e-15,25.06572946714238,0.9094516634941101
89,1.0,0.003975339767132555,2.6585515365866472e-17,1.7979556825006496e-17,26.809864170929085,0.9346397519111633
90,1.0,0.0033494667074973543,2.2082076627791507e-16,1.6898757407599026e-16,26.518037872374297,0.9354031682014465
91,1.0,0.0031802934684580374,1.79425548120147e-17,2.0685311521396156e-17,26.75968240682186,0.9545767307281494
92,1.0,0.0031891830595991303,4.217459620959203e-16,5.198906279167318e-16,26.573442130017682,0.9377875924110413
93,1.0,0.0031479430505104602,2.430191120975077e-13,1.5879498419496937e-13,27.167128517096003,0.9493551254272461
94,1.0,0.00323110762232494,7.19874210419538e-15,6.2084161846094735e-15,26.355154070763366,0.9387959241867065
95,1.0,0.003921403713344086,7.465607252631511e-16,2.934609898453098e-16,24.995189472531973,0.9309389591217041
96,1.0,0.0037870244663809577,4.343426031397137e-15,2.4160004020296597e-14,25.405113588081363,0.9488489031791687
97,1.0,0.00319824367085652,5.120313173790653e-17,4.819261107016503e-17,28.239512167056773,0.9459242224693298
98,1.0,0.003124351138549466,1.3523336776084794e-16,9.29829816678869e-17,27.748595089667454,0.9638417959213257
99,1.0,0.0031843000294400317,9.440152240381125e-16,2.4705049334163256e-15,26.342570690199736,0.9387204647064209
100,1.0,0.003572093633814685,3.911505665210269e-18,3.347699306426788e-18,22.396326396377116,0.8567679524421692
